adm0_pcode,adm0_na_en,adm0_translation,adm1_pcode,adm1_na_en,adm1_translation,region_name,adm2_pcode,adm2_na_en,unit_type,lat,long
AF,Afghanistan,افغانستان,AF21,Balkh,بلخ,Northern,AF2115,Zari,District,"35,868,712","66,712,878"
AF,Afghanistan,افغانستان,AF21,Balkh,بلخ,Northern,AF2103,Dehdadi,District,"36,640,615","67,010,797"
AF,Afghanistan,افغانستان,AF21,Balkh,بلخ,Northern,AF2111,Char Bolak,District,"36,830,743","66,620,983"
AF,Afghanistan,افغانستان,AF21,Balkh,بلخ,Northern,AF2104,Charkent,District,"3,636,557","67,238,848"
AF,Afghanistan,افغانستان,AF21,Balkh,بلخ,Northern,AF2112,Shortepa,District,"3,725,672","66,800,552"
AF,Afghanistan,افغانستان,AF21,Balkh,بلخ,Northern,AF2106,Balkh,District,"36,811,781","66,887,977"
AF,Afghanistan,افغانستان,AF21,Balkh,بلخ,Northern,AF2110,Khulm,District,"36,814,735","67,727,597"
AF,Afghanistan,افغانستان,AF21,Balkh,بلخ,Northern,AF2114,Keshendeh,District,"35,957,216","6,694,339"
AF,Afghanistan,افغانستان,AF21,Balkh,بلخ,Northern,AF2102,Nahr-e-Shahi,District,"36,813,967","67,210,437"
AF,Afghanistan,افغانستان,AF21,Balkh,بلخ,Northern,AF2107,Sholgareh,District,"3,627,874","66,836,278"
AF,Afghanistan,افغانستان,AF21,Balkh,بلخ,Northern,AF2108,Chemtal,District,"36,521,546","6,660,837"
AF,Afghanistan,افغانستان,AF22,Sar-e-Pul,سرپل,Northern,AF2206,Gosfandi,District,"35,928,227","6,654,342"
AF,Afghanistan,افغانستان,AF22,Sar-e-Pul,سرپل,Northern,AF2202,Sayad,District,"36,131,541","65,722,861"
AF,Afghanistan,افغانستان,AF22,Sar-e-Pul,سرپل,Northern,AF2201,Sar-e-Pul,Provincial Centre,"36,285,138","66,017,984"
AF,Afghanistan,افغانستان,AF22,Sar-e-Pul,سرپل,Northern,AF2207,Balkhab,District,"35,453,001","66,594,773"
AF,Afghanistan,افغانستان,AF22,Sar-e-Pul,سرپل,Northern,AF2205,Sancharak,District,"35,910,517","66,352,784"
AF,Afghanistan,افغانستان,AF22,Sar-e-Pul,سرپل,Northern,AF2204,Sozmaqala,District,"36,034,692","66,235,226"
AF,Afghanistan,افغانستان,AF22,Sar-e-Pul,سرپل,Northern,AF2203,Kohestanat,District,"35,456,597","65,936,931"
AF,Afghanistan,افغانستان,AF23,Ghor,غور,Western,AF2306,Shahrak,District,"34,213,096","64,345,066"
AF,Afghanistan,افغانستان,AF23,Ghor,غور,Western,AF2304,Charsadra,District,"3,512,492","65,087,071"
AF,Afghanistan,افغانستان,AF23,Ghor,غور,Western,AF2302,DoLayna,District,"34,113,663","6,488,535"
AF,Afghanistan,افغانستان,AF23,Ghor,غور,Western,AF2309,Tolak,District,"34,027,379","63,710,375"
AF,Afghanistan,افغانستان,AF23,Ghor,غور,Western,AF2307,Lal Wa Sarjangal,District,"34,594,653","66,278,131"
AF,Afghanistan,افغانستان,AF23,Ghor,غور,Western,AF2308,Taywarah,District,"33,510,054","64,382,396"
AF,Afghanistan,افغانستان,AF23,Ghor,غور,Western,AF2303,Dawlatyar,District,"34,590,061","65,777,606"
AF,Afghanistan,افغانستان,AF23,Ghor,غور,Western,AF2305,Pasaband,District,"33,642,809","65,117,206"
AF,Afghanistan,افغانستان,AF23,Ghor,غور,Western,AF2301,Feroz Koh,Provincial Centre,"34,723,785","6,532,374"
AF,Afghanistan,افغانستان,AF23,Ghor,غور,Western,AF2310,Saghar,District,"33,597,406","63,717,763"
AF,Afghanistan,افغانستان,AF24,Daykundi,دایکندی,Central Highland,AF2402,Shahrestan,District,"33,696,647","66,489,105"
AF,Afghanistan,افغانستان,AF24,Daykundi,دایکندی,Central Highland,AF2403,Ashtarlay,District,"34,076,095","663,208"
AF,Afghanistan,افغانستان,AF24,Daykundi,دایکندی,Central Highland,AF2405,Kiti,District,"33,512,874","65,763,886"
AF,Afghanistan,افغانستان,AF24,Daykundi,دایکندی,Central Highland,AF2409,Patoo,District,"33,392,257","66,020,418"
AF,Afghanistan,افغانستان,AF24,Daykundi,دایکندی,Central Highland,AF2406,Miramor,District,"33,814,182","66,960,189"
AF,Afghanistan,افغانستان,AF24,Daykundi,دایکندی,Central Highland,AF2401,Nili,Provincial Centre,"33,767,011","6,607,142"
AF,Afghanistan,افغانستان,AF24,Daykundi,دایکندی,Central Highland,AF2404,Khadir,District,"33,891,853","65,763,706"
AF,Afghanistan,افغانستان,AF24,Daykundi,دایکندی,Central Highland,AF2407,Sang-e-Takht,District,"34,196,492","65,917,403"
AF,Afghanistan,افغانستان,AF24,Daykundi,دایکندی,Central Highland,AF2408,Kajran,District,"33,214,385","65,599,223"
AF,Afghanistan,افغانستان,AF25,Uruzgan,ارزگان,Southern,AF2506,Chinarto,District,"3,267,577","66,272,123"
AF,Afghanistan,افغانستان,AF25,Uruzgan,ارزگان,Southern,AF2505,Khas Uruzgan,District,"32,980,217","66,685,352"
AF,Afghanistan,افغانستان,AF25,Uruzgan,ارزگان,Southern,AF2507,Gizab,District,"33,351,934","66,476,925"
AF,Afghanistan,افغانستان,AF25,Uruzgan,ارزگان,Southern,AF2503,Chora,District,"32,990,637","6,622,409"
AF,Afghanistan,افغانستان,AF25,Uruzgan,ارزگان,Southern,AF2504,Shahid-e-Hassas,District,"3,294,338","65,540,207"
AF,Afghanistan,افغانستان,AF25,Uruzgan,ارزگان,Southern,AF2502,Dehrawud,District,"32,626,809","65,490,091"
AF,Afghanistan,افغانستان,AF25,Uruzgan,ارزگان,Southern,AF2501,Tirinkot,Provincial Centre,"32,666,062","65,894,143"
AF,Afghanistan,افغانستان,AF26,Zabul,زابل,Southern,AF2610,Shamul Zayi,District,"31,816,326","67,756,968"
AF,Afghanistan,افغانستان,AF26,Zabul,زابل,Southern,AF2607,Daychopan,District,"32,611,908","66,702,899"
AF,Afghanistan,افغانستان,AF26,Zabul,زابل,Southern,AF2604,Mizan,District,"32,179,902","66,501,646"
AF,Afghanistan,افغانستان,AF26,Zabul,زابل,Southern,AF2611,Kakar,District,"32,851,064","67,173,284"
AF,Afghanistan,افغانستان,AF26,Zabul,زابل,Southern,AF2603,Shinkay,District,"31,932,221","67,133,605"
AF,Afghanistan,افغانستان,AF26,Zabul,زابل,Southern,AF2608,Atghar,District,"31,741,242","6,737,172"
AF,Afghanistan,افغانستان,AF26,Zabul,زابل,Southern,AF2606,Shah Joi,District,"32,491,031","67,395,346"
AF,Afghanistan,افغانستان,AF26,Zabul,زابل,Southern,AF2609,Nawbahar,District,"32,202,222","67,567,793"
AF,Afghanistan,افغانستان,AF26,Zabul,زابل,Southern,AF2602,Tarnak Wa Jaldak,District,"31,912,515","66,516,567"
AF,Afghanistan,افغانستان,AF26,Zabul,زابل,Southern,AF2605,Arghandab,District,"32,506,352","66,963,408"
AF,Afghanistan,افغانستان,AF26,Zabul,زابل,Southern,AF2601,Qalat,Provincial Centre,"32,209,032","66,991,237"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2709,Ghorak,District,"32,109,506","65,206,108"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2704,Panjwayi,District,"31,072,083","6,516,453"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2705,Zheray,District,"31,635,689","65,359,895"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2713,Miyanshin,District,"32,396,875","66,337,383"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2714,Shorabak,District,"30,170,192","66,041,385"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2711,Spin Boldak,District,"31,000,687","66,165,178"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2703,Daman,District,"31,209,007","65,779,818"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2706,Shah Wali Kot,District,"32,086,149","66,010,648"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2701,Kandahar,Provincial Centre,"31,512,686","65,708,596"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2715,Maruf,District,"31,454,332","67,236,878"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2707,Khakrez,District,"32,010,093","65,497,282"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2702,Arghandab,District,"31,751,744","65,636,765"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2712,Nesh,District,"32,370,308","65,718,741"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2716,Reg,District,"30,123,604","65,175,331"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2710,Maywand,District,"31,579,755","64,963,695"
AF,Afghanistan,افغانستان,AF27,Kandahar,کندهار,Southern,AF2708,Arghestan,District,"31,539,837","66,581,714"
AF,Afghanistan,افغانستان,AF28,Jawzjan,جوزجان,Northern,AF2804,Mingajik,District,"37,052,606","65,985,839"
AF,Afghanistan,افغانستان,AF28,Jawzjan,جوزجان,Northern,AF2811,Darzab,District,"36,013,175","65,362,453"
AF,Afghanistan,افغانستان,AF28,Jawzjan,جوزجان,Northern,AF2806,Khamyab,District,"37,317,857","65,728"
AF,Afghanistan,افغانستان,AF28,Jawzjan,جوزجان,Northern,AF2805,Qush Tepa,District,"3,621,791","65,373,017"
AF,Afghanistan,افغانستان,AF28,Jawzjan,جوزجان,Northern,AF2803,Khanaqa,District,"36,782,825","66,084,729"
AF,Afghanistan,افغانستان,AF28,Jawzjan,جوزجان,Northern,AF2810,Qarqin,District,"37,300,859","66,054,571"
AF,Afghanistan,افغانستان,AF28,Jawzjan,جوزجان,Northern,AF2809,Mardyan,District,"37,055,144","66,304,956"
AF,Afghanistan,افغانستان,AF28,Jawzjan,جوزجان,Northern,AF2802,Khwaja Dukoh,District,"36,945,928","65,602,289"
AF,Afghanistan,افغانستان,AF28,Jawzjan,جوزجان,Northern,AF2807,Aqcha,District,"36,711,193","66,195,829"
AF,Afghanistan,افغانستان,AF28,Jawzjan,جوزجان,Northern,AF2808,Fayzabad,District,"36,728,575","66,379,141"
AF,Afghanistan,افغانستان,AF28,Jawzjan,جوزجان,Northern,AF2801,Shiberghan,Provincial Centre,"3,661,768","65,762,333"
AF,Afghanistan,افغانستان,AF29,Faryab,فاریاب,Northern,AF2902,Pashtun Kot,District,"35,830,975","64,781,308"
AF,Afghanistan,افغانستان,AF29,Faryab,فاریاب,Northern,AF2912,Qurghan,District,"37,036,195","64,942,174"
AF,Afghanistan,افغانستان,AF29,Faryab,فاریاب,Northern,AF2911,Qaram Qul,District,"36,792,175","64,967,447"
AF,Afghanistan,افغانستان,AF29,Faryab,فاریاب,Northern,AF2908,Garzewan,District,"3,563,401","65,284,263"
AF,Afghanistan,افغانستان,AF29,Faryab,فاریاب,Northern,AF2904,Almar,District,"35,875,279","64,336,823"
AF,Afghanistan,افغانستان,AF29,Faryab,فاریاب,Northern,AF2903,Khwaja Sabz Posh,District,"36,055,465","64,961,506"
AF,Afghanistan,افغانستان,AF29,Faryab,فاریاب,Northern,AF2901,Maymana,Provincial Centre,"35,918,782","64,770,655"
AF,Afghanistan,افغانستان,AF29,Faryab,فاریاب,Northern,AF2914,Khan-e-Char Bagh,District,"37,111,333","65,229,679"
AF,Afghanistan,افغانستان,AF29,Faryab,فاریاب,Northern,AF2910,Kohistan,District,"35,329,896","64,897,164"
AF,Afghanistan,افغانستان,AF29,Faryab,فاریاب,Northern,AF2913,Andkhoy,District,"36,854,957","65,282,758"
AF,Afghanistan,افغانستان,AF29,Faryab,فاریاب,Northern,AF2906,Shirin Tagab,District,"36,254,524","64,833,533"
AF,Afghanistan,افغانستان,AF29,Faryab,فاریاب,Northern,AF2905,Bilcheragh,District,"3,587,994","65,448,843"
AF,Afghanistan,افغانستان,AF29,Faryab,فاریاب,Northern,AF2907,Qaysar,District,"35,661,221","64,215,988"
AF,Afghanistan,افغانستان,AF29,Faryab,فاریاب,Northern,AF2909,Dawlat Abad,District,"36,538,592","65,051,491"
AF,Afghanistan,افغانستان,AF30,Hilmand,هلمند,Southern,AF3013,Deh-e-Shu,District,"29,893,151","63,292,723"
AF,Afghanistan,افغانستان,AF30,Hilmand,هلمند,Southern,AF3012,Baghran,District,"33,122,582","65,163,325"
AF,Afghanistan,افغانستان,AF30,Hilmand,هلمند,Southern,AF3008,Sangin,District,"32,039,714","64,962,316"
AF,Afghanistan,افغانستان,AF30,Hilmand,هلمند,Southern,AF3006,Garmser,District,"30,383,716","64,241,125"
AF,Afghanistan,افغانستان,AF30,Hilmand,هلمند,Southern,AF3004,Nahr-e-Saraj,District,"31,872,312","64,577,048"
AF,Afghanistan,افغانستان,AF30,Hilmand,هلمند,Southern,AF3003,Nawa-e-Barakzaiy,District,"31,351,811","64,228,104"
AF,Afghanistan,افغانستان,AF30,Hilmand,هلمند,Southern,AF3001,Lashkargah,Provincial Centre,"31,446,595","64,519,592"
AF,Afghanistan,افغانستان,AF30,Hilmand,هلمند,Southern,AF3005,Washer,District,"32,101,484","63,953,163"
AF,Afghanistan,افغانستان,AF30,Hilmand,هلمند,Southern,AF3011,Reg-i-Khan Nishin,District,"30,846,256","63,493,394"
AF,Afghanistan,افغانستان,AF30,Hilmand,هلمند,Southern,AF3010,Kajaki,District,"32,532,656","65,020,081"
AF,Afghanistan,افغانستان,AF30,Hilmand,هلمند,Southern,AF3002,Nad-e-Ali,District,"31,577,936","63,795,651"
AF,Afghanistan,افغانستان,AF30,Hilmand,هلمند,Southern,AF3007,Nawzad,District,"32,629,508","64,488,807"
AF,Afghanistan,افغانستان,AF30,Hilmand,هلمند,Southern,AF3009,Musa Qala,District,"32,361,552","64,773,527"
AF,Afghanistan,افغانستان,AF31,Badghis,بادغیس,Western,AF3105,Bala Murghab,District,"35,482,295","63,484,437"
AF,Afghanistan,افغانستان,AF31,Badghis,بادغیس,Western,AF3106,Jawand,District,"34,997,522","64,233,212"
AF,Afghanistan,افغانستان,AF31,Badghis,بادغیس,Western,AF3103,Muqur,District,"3,509,272","63,268,605"
AF,Afghanistan,افغانستان,AF31,Badghis,بادغیس,Western,AF3101,Qala-e-Naw,Provincial Centre,"3,482,739","63,124,269"
AF,Afghanistan,افغانستان,AF31,Badghis,بادغیس,Western,AF3107,Ghormach,District,"35,721,024","63,777,155"
AF,Afghanistan,افغانستان,AF31,Badghis,بادغیس,Western,AF3104,Qadis,District,"34,822,532","63,584,955"
AF,Afghanistan,افغانستان,AF31,Badghis,بادغیس,Western,AF3102,Ab Kamari,District,"35,024,038","62,931,793"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3212,Obe,District,"34,366,074","63,245,907"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3208,Gulran,District,"35,138,896","61,636,662"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3203,Guzara,District,"34,036,186","62,091,649"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3201,Hirat,Provincial Centre,"34,362,024","62,230,972"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3210,Kushk-e-Kuhna,District,"34,928,352","62,635,119"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3206,Pashtun Zarghun,District,"34,159,956","62,745,149"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3207,Kushk,District,"3,498,464","62,234,221"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3205,Zindajan,District,"34,287,063","61,822,326"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3214,Shindand,District,"33,211,627","6,173,147"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3202,Injil,District,"34,441,598","62,163,829"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3213,Kohsan,District,"34,762,109","61,291,261"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3216,Chisht-e-Sharif,District,"3,439,087","63,808,147"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3204,Karukh,District,"345,095","62,659,391"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3211,Ghoryan,District,"34,168,199","61,112,894"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3215,Farsi,District,"33,844,938","63,269,981"
AF,Afghanistan,افغانستان,AF32,Hirat,هرات,Western,AF3209,Adraskan,District,"33,703,952","62,100,665"
AF,Afghanistan,افغانستان,AF33,Farah,فراه,Western,AF3309,Lash-e-Juwayn,District,"31,711,761","61,348,429"
AF,Afghanistan,افغانستان,AF33,Farah,فراه,Western,AF3302,Pushtrod,District,"32,502,177","62,102,379"
AF,Afghanistan,افغانستان,AF33,Farah,فراه,Western,AF3304,Qala-e-Kah,District,"32,452,354","61,215,032"
AF,Afghanistan,افغانستان,AF33,Farah,فراه,Western,AF3307,Anar Dara,District,"32,697,166","61,617,569"
AF,Afghanistan,افغانستان,AF33,Farah,فراه,Western,AF3308,Bakwa,District,"32,194,743","62,877,253"
AF,Afghanistan,افغانستان,AF33,Farah,فراه,Western,AF3306,Bala Buluk,District,"32,776,224","62,744,712"
AF,Afghanistan,افغانستان,AF33,Farah,فراه,Western,AF3301,Farah,Provincial Centre,"32,235,218","62,208,381"
AF,Afghanistan,افغانستان,AF33,Farah,فراه,Western,AF3305,Shibkoh,District,"32,110,339","61,390,652"
AF,Afghanistan,افغانستان,AF33,Farah,فراه,Western,AF3311,Pur Chaman,District,"33,146,015","63,752,323"
AF,Afghanistan,افغانستان,AF33,Farah,فراه,Western,AF3303,Khak-e-Safed,District,"32,749,921","62,079,019"
AF,Afghanistan,افغانستان,AF33,Farah,فراه,Western,AF3310,Gulistan,District,"32,604,079","63,562,611"
AF,Afghanistan,افغانستان,AF34,Nimroz,نیمروز,Southern,AF3402,Kang,District,"31,329,714","61,804,041"
AF,Afghanistan,افغانستان,AF34,Nimroz,نیمروز,Southern,AF3404,Char Burjak,District,"3,016,267","62,087,361"
AF,Afghanistan,افغانستان,AF34,Nimroz,نیمروز,Southern,AF3405,Khashrod,District,"31,702,076","62,899,435"
AF,Afghanistan,افغانستان,AF34,Nimroz,نیمروز,Southern,AF3401,Zaranj,Provincial Centre,"30,891,873","62,026,298"
AF,Afghanistan,افغانستان,AF34,Nimroz,نیمروز,Southern,AF3403,Chakhansur,District,"31,329,529","62,422,138"
